"Numero di Clusters";"DB index";"Individui per cluster (Numero cluster: numero elementi)";"Numero di riga";"Cluster"
3;5.703;"0 : 41,1 : 41,2 : 69";28;"0 0 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 0 2 2 2 2 2 2 0 2 0 2 2 2 0 2 2 2 1 2 2 2 0 1 2 2 0 0 0 1 2 2 2 2 1 2 0 1 1 2 2 2 2 0 0 2 2 2 1 0 1 1 1 2 2 1 1 1 1 1 1 0 0 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 "
3;5.78;"0 : 25,1 : 102,2 : 24";58;"1 1 2 0 0 0 2 0 0 0 1 2 2 2 0 2 2 2 2 2 0 2 2 0 2 2 2 2 0 0 2 2 2 1 0 1 0 2 1 1 2 1 1 1 1 1 2 1 0 1 1 0 0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;5.846;"0 : 38,1 : 48,2 : 65";21;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 0 2 2 2 2 2 2 0 2 0 2 2 2 0 2 2 2 1 2 2 2 0 1 2 2 0 0 0 1 2 2 2 2 1 2 0 1 1 2 2 2 2 0 0 2 1 1 1 0 1 1 1 2 2 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.014;"0 : 39,1 : 61,2 : 51";31;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 0 0 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 2 0 1 1 2 2 2 1 0 0 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.018;"0 : 42,1 : 63,2 : 46";37;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 0 1 2 2 2 2 2 0 2 1 2 1 0 0 0 0 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 0 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 2 0 1 1 0 0 2 1 0 1 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.02;"0 : 38,1 : 62,2 : 51";30;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 0 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 2 0 1 1 2 2 2 1 0 0 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.067;"0 : 37,1 : 63,2 : 51";29;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 0 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 2 0 1 1 2 2 2 1 0 1 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.562;"0 : 36,1 : 65,2 : 50";18;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.573;"0 : 34,1 : 67,2 : 50";17;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.624;"0 : 38,1 : 64,2 : 49";19;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 0 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 0 2 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.768;"0 : 36,1 : 64,2 : 51";25;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.77;"0 : 34,1 : 66,2 : 51";23;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 2 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.777;"0 : 37,1 : 63,2 : 51";26;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 0 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.799;"0 : 35,1 : 65,2 : 51";24;"1 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 1 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 2 2 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;6.854;"0 : 40,1 : 61,2 : 50";27;"0 1 1 2 0 0 1 0 0 2 0 2 0 0 1 0 0 2 0 2 2 2 2 0 2 0 2 2 0 0 2 2 0 2 0 0 0 2 2 2 1 2 2 2 2 2 0 2 1 2 1 0 0 0 2 2 2 0 0 2 0 1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 0 2 0 2 1 2 0 1 1 2 1 1 1 1 0 1 2 2 0 0 0 1 2 1 1 1 1 1 0 1 1 0 2 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;2.968;"0 : 35,1 : 102,2 : 9,3 : 5";43;"0 1 2 0 0 0 2 1 0 0 0 1 0 0 3 0 1 1 2 1 0 2 1 1 1 2 1 1 0 0 1 1 0 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 3 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 3 1 3 1 1 1 1 3 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.033;"0 : 42,1 : 92,2 : 12,3 : 5";46;"0 1 2 0 0 3 2 1 0 0 0 1 0 3 0 0 1 1 2 1 0 0 1 3 1 2 1 1 0 0 3 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.193;"0 : 36,1 : 98,2 : 12,3 : 5";41;"0 1 2 0 0 3 2 1 0 3 0 1 0 3 0 0 1 1 2 1 1 0 1 3 1 2 1 1 0 0 1 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 2 2 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.197;"0 : 30,1 : 101,2 : 11,3 : 9";104;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 0 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.215;"0 : 29,1 : 102,2 : 11,3 : 9";100;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 1 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.28;"0 : 40,1 : 92,2 : 10,3 : 9";124;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 0 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.436;"0 : 32,1 : 67,2 : 45,3 : 7";131;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.444;"0 : 32,1 : 68,2 : 44,3 : 7";129;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.501;"0 : 36,1 : 66,2 : 44,3 : 5";133;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.721;"0 : 39,1 : 66,2 : 40,3 : 6";134;"1 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 3 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 2 0 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.725;"0 : 29,1 : 68,2 : 37,3 : 17";90;"1 1 2 3 0 0 2 3 0 0 1 3 2 3 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 3 2 0 2 0 3 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 2 0 2 2 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 1 2 0 1 0 1 1 1 1 2 3 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.761;"0 : 35,1 : 67,2 : 32,3 : 17";95;"1 1 2 3 0 0 2 3 0 0 1 3 2 0 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 0 2 0 3 0 3 3 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;3.833;"0 : 37,1 : 95,2 : 10,3 : 9";112;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.038;"0 : 43,1 : 53,2 : 33,3 : 22";136;"1 1 2 3 0 0 2 3 0 0 0 3 2 0 0 3 3 3 0 3 0 0 3 0 3 2 3 3 0 0 3 0 0 3 0 3 0 3 3 0 2 3 2 2 3 2 2 3 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 3 2 1 2 0 1 2 2 1 2 3 0 2 2 0 2 2 1 1 2 1 1 1 0 1 2 0 0 0 1 0 1 1 1 1 2 0 2 1 1 1 0 0 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.092;"0 : 36,1 : 97,2 : 9,3 : 9";107;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.203;"0 : 33,1 : 70,2 : 43,3 : 5";65;"1 1 2 3 0 0 2 3 0 0 1 2 2 0 0 3 0 2 2 2 0 2 2 0 2 2 2 2 0 3 3 0 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 1 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.541;"0 : 40,1 : 63,2 : 42,3 : 6";96;"0 1 0 2 0 0 3 2 0 0 0 2 3 0 0 2 2 2 3 2 0 0 2 0 2 3 2 2 0 0 2 2 2 2 0 2 0 2 2 2 3 2 2 2 2 2 3 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 2 1 1 0 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 0 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.399;"0 : 42,1 : 87,2 : 8,3 : 7,4 : 7";152;"0 0 1 0 0 0 0 0 0 0 2 0 1 0 3 4 4 4 0 4 0 3 4 0 4 1 4 1 0 0 0 0 0 1 2 1 0 0 1 0 0 1 1 1 1 1 1 1 2 1 1 0 0 3 1 1 1 0 0 0 1 3 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 3 1 1 0 0 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 1 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.447;"0 : 41,1 : 87,2 : 9,3 : 7,4 : 7";148;"0 0 1 0 0 0 0 0 0 0 2 0 1 0 3 4 4 4 0 4 0 3 4 0 4 1 4 1 0 0 0 0 0 1 2 1 0 0 1 0 0 1 1 1 1 1 1 1 2 1 1 0 2 3 1 1 1 0 0 0 1 3 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 3 1 1 0 0 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 1 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.51;"0 : 40,1 : 87,2 : 9,3 : 7,4 : 8";143;"0 0 1 0 0 0 0 0 0 0 2 0 1 0 3 4 4 4 0 4 0 3 4 0 4 1 4 1 0 0 0 0 0 1 2 1 0 0 1 0 4 1 1 1 1 1 1 1 2 1 1 0 2 3 1 1 1 0 0 0 1 3 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 3 1 1 0 0 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 1 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.647;"0 : 41,1 : 88,2 : 8,3 : 7,4 : 7";151;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 4 4 4 0 4 0 3 4 0 4 1 4 1 0 0 0 0 0 1 2 1 0 0 1 0 0 1 1 1 1 1 1 1 2 1 1 0 0 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 3 1 1 0 0 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.695;"0 : 41,1 : 87,2 : 7,3 : 9,4 : 7";139;"0 0 1 0 0 0 0 2 0 0 3 2 1 2 4 0 0 2 0 2 0 4 0 0 0 1 2 1 0 2 0 0 0 1 3 1 0 0 1 0 0 1 1 1 1 1 1 1 3 1 1 0 3 4 1 1 1 0 0 0 1 4 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 4 1 1 0 0 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 1 1 1 1 3 4 1 4 3 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 "
5;2.892;"0 : 41,1 : 90,2 : 6,3 : 8,4 : 6";150;"0 1 0 0 0 0 0 2 0 1 3 2 0 0 4 0 0 2 0 2 0 4 2 0 0 1 2 1 0 0 0 0 0 1 3 1 0 0 1 0 0 1 1 1 1 1 1 1 3 1 1 0 0 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 4 1 1 0 0 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 1 3 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 "
5;3.011;"0 : 31,1 : 92,2 : 11,3 : 9,4 : 8";128;"0 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 0 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 0 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 3 1 3 1 1 1 1 1 1 4 1 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 "
5;3.015;"0 : 29,1 : 92,2 : 11,3 : 10,4 : 9";123;"0 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 0 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 3 1 3 1 1 1 1 1 1 4 1 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 "
5;3.039;"0 : 26,1 : 98,2 : 12,3 : 7,4 : 8";126;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 0 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
